股票代码,股票名称,交易所,板块,上市时间,最新价,东财行业,证监会行业,行业为空,上市年份,上市月份,上市日期,一级行业,二级行业
'688621,阳光诺和,上海交易所,科创板,20210621,53.1,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2021,6,21,医药生物,生物医药
'002133,广宇集团,深圳交易所,主板,20070427,2.95,房地产-房地产开发-房地产开发,房地产业-房地产业,False,2007,4,27,房地产,房地产开发
'600960,渤海汽车,上海交易所,主板,20040407,4.53,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2004,4,7,交运设备,汽车
'603150,万朗磁塑,上海交易所,主板,20220124,38.41,基础化工-化学制品-塑料制品,制造业-电气机械和器材制造业,False,2022,1,24,基础化工,化学制品
'300651,金陵体育,深圳交易所,创业板,20170509,15.17,轻工制造-文娱用品-娱乐用品,制造业-文教、工美、体育和娱乐用品制造业,False,2017,5,9,轻工制造,文娱用品
'002530,金财互联,深圳交易所,主板,20101231,10.26,机械设备-通用设备-其他通用机械,制造业-金属制品业,False,2010,12,31,机械设备,通用设备
'301153,中科江南,深圳交易所,创业板,20220518,23.7,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,5,18,信息技术,计算机软件
'300638,广和通,深圳交易所,创业板,20170413,27.07,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,False,2017,4,13,信息技术,通信设备
'600841,动力新科,上海交易所,主板,19940311,6.36,机械设备-通用设备-内燃机,制造业-通用设备制造业,False,1994,3,11,机械设备,通用设备
'000617,中油资本,深圳交易所,主板,19961022,6.97,金融-非银行金融-其他非银行金融,金融业-货币金融服务,False,1996,10,22,金融,非银行金融
'831167,鑫汇科,北京交易所,北交所,20220527,27.7,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2022,5,27,电子设备,电子设备制造
'688618,三旺通信,上海交易所,科创板,20201230,21.95,互联网-互联网服务-其他互联网服务,制造业-计算机、通信和其他电子设备制造业,False,2020,12,30,互联网,互联网服务
'002866,传艺科技,深圳交易所,主板,20170426,16.57,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2017,4,26,电子设备,电子元件
'688561,奇安信-U,上海交易所,科创板,20200722,30.59,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,7,22,信息技术,计算机软件
'688636,智明达,上海交易所,科创板,20210408,41.59,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,False,2021,4,8,信息技术,计算机硬件
'831961,创远信科,北京交易所,北交所,20200727,21.85,信息技术-通信设备-通信传输设备,制造业-仪器仪表制造业,False,2020,7,27,信息技术,通信设备
'603707,健友股份,上海交易所,主板,20170719,11.44,医药生物-化学制药-化学原料药,制造业-医药制造业,False,2017,7,19,医药生物,化学制药
'600805,悦达投资,上海交易所,主板,19940103,5.62,综合-综合-综合,综合-综合,False,1994,1,3,综合,综合
'002793,罗欣药业,深圳交易所,主板,20160415,4.65,医药生物-化学制药-化学原料药,制造业-医药制造业,False,2016,4,15,医药生物,化学制药
'688026,洁特生物,上海交易所,科创板,20200122,15.8,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业,False,2020,1,22,基础化工,化学制品
'002406,远东传动,深圳交易所,主板,20100518,8.11,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2010,5,18,交运设备,汽车
'603506,南都物业,上海交易所,主板,20180201,12.8,房地产-房地产服务-房地产服务,房地产业-房地产业,False,2018,2,1,房地产,房地产服务
'833230,欧康医药,北京交易所,北交所,20221209,21.34,医药生物-生物医药-生物医药,制造业-医药制造业,False,2022,12,9,医药生物,生物医药
'600936,广西广电,上海交易所,主板,20160815,4.28,文化传媒-广播电视-有线电视,信息传输、软件和信息技术服务业-电信、广播电视和卫星传输服务,False,2016,8,15,文化传媒,广播电视
'300964,本川智能,深圳交易所,创业板,20210805,39.77,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2021,8,5,电子设备,电子设备制造
'000676,智度股份,深圳交易所,主板,19961224,8.57,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业,False,1996,12,24,文化传媒,营销服务
'688225,亚信安全,上海交易所,科创板,20220209,20.24,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,2,9,信息技术,计算机软件
'002908,德生科技,深圳交易所,主板,20171020,9.44,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2017,10,20,信息技术,计算机软件
'300655,晶瑞电材,深圳交易所,创业板,20170523,9.04,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业,False,2017,5,23,基础化工,化学原料
'300231,银信科技,深圳交易所,创业板,20110615,11.51,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2011,6,15,信息技术,计算机软件
'833580,科创新材,北京交易所,北交所,20220513,13.61,建材-耐火材料-耐火材料,制造业-非金属矿物制品业,False,2022,5,13,建材,耐火材料
'300979,华利集团,深圳交易所,创业板,20210426,54.46,纺织服装-服装家纺-服饰辅料,制造业-皮革、毛皮、羽毛及其制品和制鞋业,False,2021,4,26,纺织服装,服装家纺
'600556,天下秀,上海交易所,主板,20010807,4.96,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-互联网和相关服务,False,2001,8,7,互联网,互联网服务
'301378,通达海,深圳交易所,创业板,20230320,27.29,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2023,3,20,信息技术,计算机软件
'600358,ST联合,上海交易所,主板,20000922,4.97,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业,False,2000,9,22,文化传媒,营销服务
'688687,凯因科技,上海交易所,科创板,20210208,29.0,医药生物-生物医药-生物医药,制造业-医药制造业,False,2021,2,8,医药生物,生物医药
'000736,*ST中地,深圳交易所,主板,19970425,4.58,房地产-房地产开发-房地产开发,房地产业-房地产业,False,1997,4,25,房地产,房地产开发
'688197,首药控股-U,上海交易所,科创板,20220323,35.42,医药生物-生物医药-生物医药,制造业-医药制造业,False,2022,3,23,医药生物,生物医药
'688130,晶华微,上海交易所,科创板,20220729,26.29,电子设备-电子元件-电子元件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,7,29,电子设备,电子元件
'300287,飞利信,深圳交易所,创业板,20120201,5.43,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2012,2,1,信息技术,计算机软件
'300925,法本信息,深圳交易所,创业板,20201230,21.33,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,12,30,信息技术,计算机软件
'835207,众诚科技,北京交易所,北交所,20220923,25.94,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,9,23,信息技术,计算机软件
'870204,沪江材料,北京交易所,北交所,20220118,21.57,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业,False,2022,1,18,基础化工,化学制品
'605199,ST葫芦娃,上海交易所,主板,20200710,10.06,医药生物-生物医药-生物医药,制造业-医药制造业,False,2020,7,10,医药生物,生物医药
'301129,瑞纳智能,深圳交易所,创业板,20211102,23.94,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2021,11,2,机械设备,通用设备
'002630,ST华西,深圳交易所,主板,20111111,2.73,电气设备-电源设备-其他电源设备,制造业-通用设备制造业,False,2011,11,11,电气设备,电源设备
'605018,长华集团,上海交易所,主板,20200929,11.98,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2020,9,29,交运设备,汽车
'000997,新 大 陆,深圳交易所,主板,20000807,31.53,信息技术-计算机硬件-专用计算机设备,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2000,8,7,信息技术,计算机硬件
'688031,星环科技-U,上海交易所,科创板,20221018,47.13,信息技术-计算机软件-基础软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,10,18,信息技术,计算机软件
'839790,联迪信息,北京交易所,北交所,20220902,38.72,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,9,2,信息技术,计算机软件
'300049,福瑞股份,深圳交易所,创业板,20100120,35.8,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2010,1,20,医药生物,医疗器械
'603261,*ST立航,上海交易所,主板,20220315,18.96,国防与装备-航空航天装备-航空装备,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2022,3,15,国防与装备,航空航天装备
'603086,先达股份,上海交易所,主板,20170511,9.06,基础化工-化肥农药-农药,制造业-化学原料和化学制品制造业,False,2017,5,11,基础化工,化肥农药
'002376,新北洋,深圳交易所,主板,20100323,7.59,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,False,2010,3,23,信息技术,计算机硬件
'000851,*ST高鸿,深圳交易所,主板,19980609,2.53,信息技术-通信设备-通信终端设备,批发和零售业-零售业,False,1998,6,9,信息技术,通信设备
'603636,南威软件,上海交易所,主板,20141230,12.02,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2014,12,30,信息技术,计算机软件
'300983,尤安设计,深圳交易所,创业板,20210420,19.62,休闲、生活及专业服务-专业服务-建筑装饰设计,科学研究和技术服务业-专业技术服务业,False,2021,4,20,休闲、生活及专业服务,专业服务
'603648,畅联股份,上海交易所,主板,20170913,10.55,交通运输-物流-物流,租赁和商务服务业-商务服务业,False,2017,9,13,交通运输,物流
'300079,数码视讯,深圳交易所,创业板,20100430,5.49,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,False,2010,4,30,信息技术,通信设备
'000609,*ST中迪,深圳交易所,主板,19961010,3.38,房地产-房地产开发-房地产开发,综合-综合,False,1996,10,10,房地产,房地产开发
'600193,*ST创兴,上海交易所,主板,19990527,4.86,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,False,1999,5,27,建筑,装修装饰
'002200,*ST交投,深圳交易所,主板,20071221,8.26,建筑-建筑施工-园林工程,建筑业-土木工程建筑业,False,2007,12,21,建筑,建筑施工
'688083,中望软件,上海交易所,科创板,20210311,94.27,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,3,11,信息技术,计算机软件
'301631,壹连科技,深圳交易所,创业板,20241122,112.31,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2024,11,22,电子设备,电子元件
'603528,多伦科技,上海交易所,主板,20160503,8.48,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2016,5,3,信息技术,计算机软件
'603259,药明康德,上海交易所,主板,20180508,64.7,医药生物-医疗服务-医疗服务,科学研究和技术服务业-研究和试验发展,False,2018,5,8,医药生物,医疗服务
'603398,*ST沐邦,上海交易所,主板,20151209,5.53,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业,False,2015,12,9,电气设备,电源设备
'603466,风语筑,上海交易所,主板,20171020,10.45,休闲、生活及专业服务-专业服务-其他专业服务,文化、体育和娱乐业-文化艺术业,False,2017,10,20,休闲、生活及专业服务,专业服务
'600365,ST通葡,上海交易所,主板,20010115,3.21,食品饮料-饮料-葡萄酒,批发和零售业-零售业,False,2001,1,15,食品饮料,饮料
'300552,万集科技,深圳交易所,创业板,20161021,31.05,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,False,2016,10,21,信息技术,计算机硬件
'838402,硅烷科技,北京交易所,北交所,20220928,10.07,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业,False,2022,9,28,基础化工,化学原料
'300835,龙磁科技,深圳交易所,创业板,20200525,34.02,有色金属-金属非金属新材料-磁性材料,制造业-计算机、通信和其他电子设备制造业,False,2020,5,25,有色金属,金属非金属新材料
'300098,高新兴,深圳交易所,创业板,20100728,5.18,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2010,7,28,信息技术,计算机软件
'688720,艾森股份,上海交易所,科创板,20231206,43.2,电子设备-半导体-半导体材料,制造业-计算机、通信和其他电子设备制造业,False,2023,12,6,电子设备,半导体
'300250,初灵信息,深圳交易所,创业板,20110803,15.16,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2011,8,3,信息技术,计算机软件
'300324,旋极信息,深圳交易所,创业板,20120608,3.9,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2012,6,8,信息技术,计算机软件
'300077,国民技术,深圳交易所,创业板,20100430,24.71,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,False,2010,4,30,电子设备,半导体
'430198,微创光电,北京交易所,北交所,20200727,13.92,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,False,2020,7,27,信息技术,通信设备
'300427,红相股份,深圳交易所,创业板,20150217,6.09,电气设备-输变电设备-电气自控设备,制造业-电气机械和器材制造业,False,2015,2,17,电气设备,输变电设备
'872953,国子软件,北京交易所,北交所,20230823,52.07,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2023,8,23,信息技术,计算机软件
'688450,光格科技,上海交易所,科创板,20230724,25.06,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2023,7,24,电子设备,电子设备制造
'300352,北信源,深圳交易所,创业板,20120912,5.02,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2012,9,12,信息技术,计算机软件
'300254,仟源医药,深圳交易所,创业板,20110819,9.85,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2011,8,19,医药生物,化学制药
'603211,晋拓股份,上海交易所,主板,20220725,18.39,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2022,7,25,交运设备,汽车
'000607,华媒控股,深圳交易所,主板,19960830,3.95,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业,False,1996,8,30,文化传媒,营销服务
'688393,XD安必平,上海交易所,科创板,20200820,28.6,医药生物-生物医药-生物医药,制造业-医药制造业,False,2020,8,20,医药生物,生物医药
'301169,零点有数,深圳交易所,创业板,20211103,37.4,休闲、生活及专业服务-专业服务-调查与咨询服务,租赁和商务服务业-商务服务业,False,2021,11,3,休闲、生活及专业服务,专业服务
'688109,品茗科技,上海交易所,科创板,20210330,27.76,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,3,30,信息技术,计算机软件
'300071,福石控股,深圳交易所,创业板,20100421,5.07,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业,False,2010,4,21,文化传媒,营销服务
'300601,康泰生物,深圳交易所,创业板,20170207,14.34,医药生物-生物医药-生物医药,制造业-医药制造业,False,2017,2,7,医药生物,生物医药
'002635,安洁科技,深圳交易所,主板,20111125,13.46,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2011,11,25,电子设备,电子设备制造
'300790,宇瞳光学,深圳交易所,创业板,20190920,20.55,电子设备-光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业,False,2019,9,20,电子设备,光电子器件
'688212,澳华内镜,上海交易所,科创板,20211115,50.45,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2021,11,15,医药生物,医疗器械
'002856,美芝股份,深圳交易所,主板,20170320,11.29,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,False,2017,3,20,建筑,装修装饰
'836260,中寰股份,北京交易所,北交所,20211115,14.2,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2021,11,15,机械设备,通用设备
'832278,XD鹿得医,北京交易所,北交所,20200727,11.1,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2020,7,27,医药生物,医疗器械
'603228,景旺电子,上海交易所,主板,20170106,30.91,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2017,1,6,电子设备,电子元件
'836504,博迅生物,北京交易所,北交所,20230817,26.5,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2023,8,17,机械设备,通用设备
'003029,吉大正元,深圳交易所,主板,20201224,20.94,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,12,24,信息技术,计算机软件
'688639,华恒生物,上海交易所,科创板,20210422,31.43,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2021,4,22,基础化工,化学制品
'300661,圣邦股份,深圳交易所,创业板,20170606,94.19,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,False,2017,6,6,电子设备,半导体
'000909,ST数源,深圳交易所,主板,19990507,6.04,房地产-房地产开发-房地产开发,房地产业-房地产业,False,1999,5,7,房地产,房地产开发
'000532,华金资本,深圳交易所,主板,19940103,15.22,金融-非银行金融-其他非银行金融,综合-综合,False,1994,1,3,金融,非银行金融
'688051,佳华科技,上海交易所,科创板,20200320,23.52,互联网-互联网服务-综合互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,3,20,互联网,互联网服务
'603682,锦和商管,上海交易所,主板,20200421,5.83,商贸零售-商业物业经营-一般物业经营,租赁和商务服务业-商务服务业,False,2020,4,21,商贸零售,商业物业经营
'873570,坤博精工,北京交易所,北交所,20231123,43.96,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2023,11,23,机械设备,通用设备
'688273,麦澜德,上海交易所,科创板,20220811,29.41,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2022,8,11,医药生物,医疗器械
'301187,欧圣电气,深圳交易所,创业板,20220422,25.17,机械设备-专用设备-其他专用机械,制造业-电气机械和器材制造业,False,2022,4,22,机械设备,专用设备
'301037,保立佳,深圳交易所,创业板,20210730,12.37,基础化工-化学制品-涂料涂漆,制造业-化学原料和化学制品制造业,False,2021,7,30,基础化工,化学制品
'300226,上海钢联,深圳交易所,创业板,20110608,20.92,互联网-互联网商务-电子商务B2B,租赁和商务服务业-商务服务业,False,2011,6,8,互联网,互联网商务
'002970,锐明技术,深圳交易所,主板,20191217,51.07,信息技术-计算机硬件-PC、服务器及硬件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2019,12,17,信息技术,计算机硬件
'834599,同力股份,北京交易所,北交所,20210222,23.88,机械设备-专用设备-矿山冶金机械,制造业-专用设备制造业,False,2021,2,22,机械设备,专用设备
'430139,华岭股份,北京交易所,北交所,20221028,25.01,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,False,2022,10,28,电子设备,半导体
'300515,三德科技,深圳交易所,创业板,20160608,16.46,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2016,6,8,机械设备,通用设备
'300275,梅安森,深圳交易所,创业板,20111102,12.89,电子设备-电子设备制造-电子设备制造,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2011,11,2,电子设备,电子设备制造
'300243,瑞丰高材,深圳交易所,创业板,20110712,10.63,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2011,7,12,基础化工,化学制品
'002356,赫美集团,深圳交易所,主板,20100209,3.17,纺织服装-服装家纺-服装,批发和零售业-零售业,False,2010,2,9,纺织服装,服装家纺
'832662,方盛股份,北京交易所,北交所,20221128,25.6,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2022,11,28,机械设备,通用设备
'873593,鼎智科技,北京交易所,北交所,20230413,36.93,电气设备-电机-电机,制造业-电气机械和器材制造业,False,2023,4,13,电气设备,电机
'002153,石基信息,深圳交易所,主板,20070813,8.16,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2007,8,13,信息技术,计算机软件
'300723,一品红,深圳交易所,创业板,20171116,49.2,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2017,11,16,医药生物,化学制药
'603665,康隆达,上海交易所,主板,20170313,24.72,纺织服装-纺织-其他纺织,制造业-纺织业,False,2017,3,13,纺织服装,纺织
'603087,甘李药业,上海交易所,主板,20200629,55.11,医药生物-生物医药-生物医药,制造业-医药制造业,False,2020,6,29,医药生物,生物医药
'000957,中通客车,深圳交易所,主板,20000113,11.81,交运设备-汽车-商用车,制造业-汽车制造业,False,2000,1,13,交运设备,汽车
'688710,益诺思,上海交易所,科创板,20240903,32.5,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2024,9,3,医药生物,生物医药
'603129,春风动力,上海交易所,主板,20170818,185.96,交运设备-其他交运设备-其他交运设备,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2017,8,18,交运设备,其他交运设备
'301029,怡合达,深圳交易所,创业板,20210723,22.28,机械设备-通用设备-基础件,制造业-通用设备制造业,False,2021,7,23,机械设备,通用设备
'600190,*ST锦港,上海交易所,主板,19990609,0.91,交通运输-港口航运-港口,交通运输、仓储和邮政业-水上运输业,False,1999,6,9,交通运输,港口航运
'836717,瑞星股份,北京交易所,北交所,20230703,12.31,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2023,7,3,机械设备,专用设备
'688177,百奥泰,上海交易所,科创板,20200221,26.3,医药生物-生物医药-生物医药,制造业-医药制造业,False,2020,2,21,医药生物,生物医药
'301520,万邦医药,深圳交易所,创业板,20230925,40.95,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2023,9,25,医药生物,生物医药
'600633,浙数文化,上海交易所,主板,19930304,13.32,互联网-互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务,False,1993,3,4,互联网,互联网服务
'688691,灿芯股份,上海交易所,科创板,20240411,54.81,电子设备-电子设备制造-电子设备制造,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2024,4,11,电子设备,电子设备制造
'300271,华宇软件,深圳交易所,创业板,20111026,7.61,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2011,10,26,信息技术,计算机软件
'688489,三未信安,上海交易所,科创板,20221202,35.79,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2022,12,2,电子设备,电子元件
'300456,赛微电子,深圳交易所,创业板,20150514,16.86,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,False,2015,5,14,电子设备,半导体
'300576,容大感光,深圳交易所,创业板,20161220,34.5,基础化工-化学制品-其他化学制品,制造业-计算机、通信和其他电子设备制造业,False,2016,12,20,基础化工,化学制品
'301393,昊帆生物,深圳交易所,创业板,20230712,53.04,医药生物-化学制药-化学制剂,制造业-化学原料和化学制品制造业,False,2023,7,12,医药生物,化学制药
'688227,品高股份,上海交易所,科创板,20211230,37.8,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,12,30,信息技术,计算机软件
'300166,东方国信,深圳交易所,创业板,20110125,9.74,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2011,1,25,信息技术,计算机软件
'002343,慈文传媒,深圳交易所,主板,20100126,7.66,文化传媒-影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业,False,2010,1,26,文化传媒,影视动漫
'300245,天玑科技,深圳交易所,创业板,20110719,16.95,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2011,7,19,信息技术,计算机软件
'300045,华力创通,深圳交易所,创业板,20100120,18.36,国防与装备-航空航天装备-航天装备,制造业-计算机、通信和其他电子设备制造业,False,2010,1,20,国防与装备,航空航天装备
'002149,西部材料,深圳交易所,主板,20070810,18.83,有色金属-金属非金属新材料-其他金属新材料,制造业-有色金属冶炼和压延加工业,False,2007,8,10,有色金属,金属非金属新材料
'002859,洁美科技,深圳交易所,主板,20170407,18.87,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2017,4,7,电子设备,电子设备制造
'688315,诺禾致源,上海交易所,科创板,20210413,14.0,医药生物-医疗服务-医疗服务,科学研究和技术服务业-研究和试验发展,False,2021,4,13,医药生物,医疗服务
'000801,四川九洲,深圳交易所,主板,19980506,15.87,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,False,1998,5,6,信息技术,通信设备
'603171,XD税友股,上海交易所,主板,20210630,41.79,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-互联网和相关服务,False,2021,6,30,信息技术,计算机软件
'600798,宁波海运,上海交易所,主板,19970423,3.97,交通运输-港口航运-航运,交通运输、仓储和邮政业-水上运输业,False,1997,4,23,交通运输,港口航运
'688392,骄成超声,上海交易所,科创板,20220927,51.89,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2022,9,27,机械设备,专用设备
'300808,久量股份,深圳交易所,创业板,20191129,26.9,家电-照明设备-照明设备,制造业-电气机械和器材制造业,False,2019,11,29,家电,照明设备
'300594,朗进科技,深圳交易所,创业板,20190621,17.8,交运设备-铁路设备-铁路专用设备及器材,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2019,6,21,交运设备,铁路设备
'833427,华维设计,北京交易所,北交所,20210205,14.1,建筑-建筑施工-专业工程,科学研究和技术服务业-专业技术服务业,False,2021,2,5,建筑,建筑施工
'002755,奥赛康,深圳交易所,主板,20150515,16.5,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2015,5,15,医药生物,化学制药
'603507,振江股份,上海交易所,主板,20171106,26.2,机械设备-专用设备-工程机械,制造业-电气机械和器材制造业,False,2017,11,6,机械设备,专用设备
'688152,麒麟信安,上海交易所,科创板,20221028,54.2,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,10,28,信息技术,计算机软件
'873679,前进科技,北京交易所,北交所,20231110,21.58,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2023,11,10,机械设备,通用设备
'688328,深科达,上海交易所,科创板,20210309,19.69,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2021,3,9,机械设备,专用设备
'000680,山推股份,深圳交易所,主板,19970122,9.02,机械设备-专用设备-工程机械,制造业-专用设备制造业,False,1997,1,22,机械设备,专用设备
'603920,世运电路,上海交易所,主板,20170426,26.86,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2017,4,26,电子设备,电子元件
'688046,药康生物,上海交易所,科创板,20220425,12.16,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2022,4,25,医药生物,生物医药
'300683,海特生物,深圳交易所,创业板,20170808,25.08,医药生物-生物医药-生物医药,制造业-医药制造业,False,2017,8,8,医药生物,生物医药
'002425,ST凯文,深圳交易所,主板,20100608,2.63,互联网-互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务,False,2010,6,8,互联网,互联网服务
'838171,邦德股份,北京交易所,北交所,20220602,17.46,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2022,6,2,交运设备,汽车
'002565,顺灏股份,深圳交易所,主板,20110318,4.31,轻工制造-造纸印刷-包装印刷,制造业-造纸和纸制品业,False,2011,3,18,轻工制造,造纸印刷
'300377,赢时胜,深圳交易所,创业板,20140127,23.48,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2014,1,27,信息技术,计算机软件
'600363,联创光电,上海交易所,主板,20010329,64.0,电子设备-光电子器件-LED,制造业-计算机、通信和其他电子设备制造业,False,2001,3,29,电子设备,光电子器件
'002212,天融信,深圳交易所,主板,20080201,7.2,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2008,2,1,互联网,互联网服务
