股票代码,股票名称,交易所,板块,上市时间,最新价,东财行业,证监会行业,行业为空,上市年份,上市月份,上市日期,一级行业,二级行业
'688211,中科微至,上海交易所,科创板,20211026,36.49,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2021,10,26,机械设备,通用设备
'300398,飞凯材料,深圳交易所,创业板,20141009,20.41,电子设备-光电子器件-光学元件,制造业-化学原料和化学制品制造业,False,2014,10,9,电子设备,光电子器件
'688433,华曙高科,上海交易所,科创板,20230417,36.02,电子设备-电子设备制造-电子设备制造,制造业-通用设备制造业,False,2023,4,17,电子设备,电子设备制造
'600178,东安动力,上海交易所,主板,19981014,12.73,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,1998,10,14,交运设备,汽车
'301608,博实结,深圳交易所,创业板,20240801,83.36,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2024,8,1,电子设备,电子设备制造
'688072,拓荆科技,上海交易所,科创板,20220420,151.6,电子设备-半导体-集成电路,制造业-专用设备制造业,False,2022,4,20,电子设备,半导体
'688080,映翰通,上海交易所,科创板,20200212,47.35,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,False,2020,2,12,信息技术,通信设备
'831855,浙江大农,北京交易所,北交所,20221229,20.77,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2022,12,29,机械设备,通用设备
'300522,世名科技,深圳交易所,创业板,20160705,14.27,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2016,7,5,基础化工,化学制品
'002916,深南电路,深圳交易所,主板,20171213,85.03,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2017,12,13,电子设备,电子元件
'300591,万里马,深圳交易所,创业板,20170110,6.06,纺织服装-服装家纺-服饰辅料,制造业-皮革、毛皮、羽毛及其制品和制鞋业,False,2017,1,10,纺织服装,服装家纺
'301020,密封科技,深圳交易所,创业板,20210706,20.85,机械设备-通用设备-基础件,制造业-通用设备制造业,False,2021,7,6,机械设备,通用设备
'688331,荣昌生物,上海交易所,科创板,20220331,58.85,医药生物-生物医药-生物医药,制造业-医药制造业,False,2022,3,31,医药生物,生物医药
'300396,迪瑞医疗,深圳交易所,创业板,20140910,13.62,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2014,9,10,医药生物,医疗器械
'002095,生 意 宝,深圳交易所,主板,20061215,20.2,互联网-互联网商务-电子商务B2B,信息传输、软件和信息技术服务业-互联网和相关服务,False,2006,12,15,互联网,互联网商务
'300659,中孚信息,深圳交易所,创业板,20170526,13.66,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2017,5,26,信息技术,计算机软件
'000766,通化金马,深圳交易所,主板,19970430,20.5,医药生物-化学制药-化学制剂,制造业-医药制造业,False,1997,4,30,医药生物,化学制药
'688357,建龙微纳,上海交易所,科创板,20191204,25.65,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2019,12,4,基础化工,化学制品
'605188,国光连锁,上海交易所,主板,20200728,14.66,商贸零售-零售-超市,批发和零售业-零售业,False,2020,7,28,商贸零售,零售
'301218,华是科技,深圳交易所,创业板,20220307,20.29,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,3,7,信息技术,计算机软件
'603956,威派格,上海交易所,主板,20190222,6.61,机械设备-专用设备-环保设备,制造业-专用设备制造业,False,2019,2,22,机械设备,专用设备
'688410,山外山,上海交易所,科创板,20221226,13.72,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2022,12,26,医药生物,医疗器械
'873665,科强股份,北京交易所,北交所,20230926,14.24,基础化工-橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业,False,2023,9,26,基础化工,橡胶制品
'300588,熙菱信息,深圳交易所,创业板,20170105,12.53,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2017,1,5,信息技术,计算机软件
'831175,派诺科技,北京交易所,北交所,20231214,22.37,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2023,12,14,信息技术,计算机软件
'603577,汇金通,上海交易所,主板,20161222,11.8,电气设备-输变电设备-其他输变电设备,制造业-金属制品业,False,2016,12,22,电气设备,输变电设备
'002951,金时科技,深圳交易所,主板,20190315,8.36,电气设备-电源设备-储能设备,制造业-印刷和记录媒介复制业,False,2019,3,15,电气设备,电源设备
'300168,万达信息,深圳交易所,创业板,20110125,7.38,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2011,1,25,信息技术,计算机软件
'300075,数字政通,深圳交易所,创业板,20100427,17.47,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2010,4,27,信息技术,计算机软件
'300565,科信技术,深圳交易所,创业板,20161122,11.34,信息技术-通信设备-通信配套服务,制造业-计算机、通信和其他电子设备制造业,False,2016,11,22,信息技术,通信设备
'301509,金凯生科,深圳交易所,创业板,20230803,37.97,医药生物-生物医药-生物医药,制造业-医药制造业,False,2023,8,3,医药生物,生物医药
'688358,祥生医疗,上海交易所,科创板,20191203,29.35,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2019,12,3,医药生物,医疗器械
'300448,浩云科技,深圳交易所,创业板,20150424,6.66,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2015,4,24,信息技术,计算机软件
'300199,翰宇药业,深圳交易所,创业板,20110407,14.31,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2011,4,7,医药生物,化学制药
'600608,*ST沪科,上海交易所,主板,19920327,3.95,商贸零售-贸易-贸易,批发和零售业-批发业,False,1992,3,27,商贸零售,贸易
'688755,汉邦科技,上海交易所,科创板,20250516,49.4,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2025,5,16,机械设备,专用设备
'688118,普元信息,上海交易所,科创板,20191204,22.99,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2019,12,4,信息技术,计算机软件
'430478,DR峆一药,北京交易所,北交所,20230223,21.3,医药生物-化学制药-化学原料药,制造业-医药制造业,False,2023,2,23,医药生物,化学制药
'873527,夜光明,北京交易所,北交所,20221027,19.33,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2022,10,27,基础化工,化学制品
'002025,航天电器,深圳交易所,主板,20040726,50.1,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2004,7,26,电子设备,电子设备制造
'300768,迪普科技,深圳交易所,创业板,20190412,16.62,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2019,4,12,信息技术,计算机软件
'831195,三祥科技,北京交易所,北交所,20221230,17.37,交运设备-汽车-汽车零部件,制造业-橡胶和塑料制品业,False,2022,12,30,交运设备,汽车
'600645,中源协和,上海交易所,主板,19930504,22.34,医药生物-生物医药-生物医药,制造业-医药制造业,False,1993,5,4,医药生物,生物医药
'603186,华正新材,上海交易所,主板,20170103,26.57,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2017,1,3,电子设备,电子元件
'002395,双象股份,深圳交易所,主板,20100429,17.39,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业,False,2010,4,29,基础化工,化学制品
'300424,航新科技,深圳交易所,创业板,20150422,15.66,国防与装备-航空航天装备-航空装备,制造业-金属制品、机械和设备修理业,False,2015,4,22,国防与装备,航空航天装备
'688058,宝兰德,上海交易所,科创板,20191101,27.35,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2019,11,1,信息技术,计算机软件
'002036,联创电子,深圳交易所,主板,20040903,10.7,电子设备-光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业,False,2004,9,3,电子设备,光电子器件
'836957,汉维科技,北京交易所,北交所,20221214,15.45,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业,False,2022,12,14,基础化工,化学原料
'300634,彩讯股份,深圳交易所,创业板,20180323,25.95,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2018,3,23,信息技术,计算机软件
'688428,诺诚健华-U,上海交易所,科创板,20220921,22.99,医药生物-生物医药-生物医药,制造业-医药制造业,False,2022,9,21,医药生物,生物医药
'300599,雄塑科技,深圳交易所,创业板,20170123,9.0,建材-其他建材-管材,制造业-橡胶和塑料制品业,False,2017,1,23,建材,其他建材
'300292,吴通控股,深圳交易所,创业板,20120229,4.75,信息技术-通信设备-通信传输设备,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2012,2,29,信息技术,通信设备
'600810,神马股份,上海交易所,主板,19940106,9.51,基础化工-合成纤维及树脂-其他纤维,制造业-化学纤维制造业,False,1994,1,6,基础化工,合成纤维及树脂
'603308,应流股份,上海交易所,主板,20140122,21.03,机械设备-通用设备-基础件,制造业-通用设备制造业,False,2014,1,22,机械设备,通用设备
'300188,国投智能,深圳交易所,创业板,20110316,13.29,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2011,3,16,信息技术,计算机软件
'300404,博济医药,深圳交易所,创业板,20150424,8.53,医药生物-医疗服务-医疗服务,科学研究和技术服务业-研究和试验发展,False,2015,4,24,医药生物,医疗服务
'833266,生物谷,北京交易所,北交所,20200727,10.8,医药生物-中药生产-中药生产,制造业-医药制造业,False,2020,7,27,医药生物,中药生产
'873305,九菱科技,北京交易所,北交所,20221221,42.7,机械设备-金属制品-金属制品,制造业-金属制品业,False,2022,12,21,机械设备,金属制品
'300270,中威电子,深圳交易所,创业板,20111012,7.29,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2011,10,12,电子设备,电子设备制造
'688351,微电生理,上海交易所,科创板,20220831,20.89,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2022,8,31,医药生物,医疗器械
'603208,江山欧派,上海交易所,主板,20170210,15.37,轻工制造-家具-家具制造,制造业-木材加工和木、竹、藤、棕、草制品业,False,2017,2,10,轻工制造,家具
'002342,巨力索具,深圳交易所,主板,20100126,5.82,机械设备-金属制品-金属制品,制造业-金属制品业,False,2010,1,26,机械设备,金属制品
'002405,四维图新,深圳交易所,主板,20100518,8.61,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2010,5,18,信息技术,计算机软件
