股票代码,东财行业,证监会行业
300799,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300742,交运设备-汽车-汽车零部件,制造业-汽车制造业
300700,机械设备-专用设备-其他专用机械,制造业-非金属矿物制品业
300691,电子设备-光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业
300672,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
300630,医药生物-化学制药-化学原料药,制造业-医药制造业
300595,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
300593,电气设备-电源设备-其他电源设备,制造业-电气机械和器材制造业
300551,信息技术-计算机硬件-专用计算机设备,制造业-通用设备制造业
300526,轻工制造-文娱用品-娱乐用品,制造业-专用设备制造业
300495,建筑-建筑施工-园林工程,水利、环境和公共设施管理业-生态保护和环境治理业
300481,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
300431,互联网-互联网服务-综合互联网服务,信息传输、软件和信息技术服务业-互联网和相关服务
300427,电气设备-输变电设备-电气自控设备,制造业-电气机械和器材制造业
300425,公用事业-环保-环保,制造业-专用设备制造业
300393,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业
300392,文化传媒-营销服务-营销服务,信息传输、软件和信息技术服务业-互联网和相关服务
300376,电气设备-电源设备-储能设备,制造业-电气机械和器材制造业
300372,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
300367,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业
300362,机械设备-专用设备-环保设备,制造业-专用设备制造业
300359,文化传媒-教育-教育信息化服务,教育-教育
300356,电气设备-输变电设备-电气仪表,制造业-电气机械和器材制造业
300336,文化传媒-影视动漫-影视,租赁和商务服务业-商务服务业
300330,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300325,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
300312,信息技术-通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300309,金融-非银行金融-其他非银行金融,金融业-资本市场服务
300307,机械设备-专用设备-纺织服装机械,制造业-专用设备制造业
300297,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300282,文化传媒-教育-教育信息化服务,制造业-计算机、通信和其他电子设备制造业
300280,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业
300273,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
300269,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业
300262,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
300242,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业
300225,基础化工-化学制品-涂料涂漆,制造业-化学原料和化学制品制造业
300216,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
300208,建筑-建筑施工-专业工程,建筑业-土木工程建筑业
300202,信息技术-计算机硬件-专用计算机设备,制造业-通用设备制造业
300186,农林牧渔-畜牧业-动物用药,制造业-医药制造业
300178,休闲、生活及专业服务-休闲服务-旅游服务,租赁和商务服务业-商务服务业
300162,电子设备-光电子器件-LED,制造业-计算机、通信和其他电子设备制造业
300156,公用事业-环保-环保,制造业-专用设备制造业
300141,电气设备-输变电设备-电气自控设备,制造业-电气机械和器材制造业
300117,电气设备-电源设备-太阳能,建筑业-建筑装饰、装修和其他建筑业
300116,电气设备-电源设备-储能设备,制造业-电气机械和器材制造业
300108,医药生物-中药生产-中药生产,制造业-医药制造业
300104,互联网-互联网服务-网络媒体,信息传输、软件和信息技术服务业-互联网和相关服务
300096,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
300091,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
300090,公用事业-环保-环保,制造业-通用设备制造业
300089,文化传媒-教育-教育信息化服务,制造业-非金属矿物制品业
300079,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业
300066,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
300064,有色金属-金属非金属新材料-非金属新材料,制造业-非金属矿物制品业
300038,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-互联网和相关服务
300028,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业
300023,化石能源-石油天然气-油田服务,制造业-专用设备制造业
300010,文化传媒-教育-在线教育,信息传输、软件和信息技术服务业-软件和信息技术服务业
003035,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-科技推广和应用服务业
002968,房地产-房地产服务-房地产服务,房地产业-房地产业
002919,互联网-互联网服务-游戏娱乐,制造业-化学原料和化学制品制造业
002857,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
002842,有色金属-稀有金属-钨,制造业-有色金属冶炼和压延加工业
002831,轻工制造-造纸印刷-包装印刷,制造业-造纸和纸制品业
002826,医药生物-中药生产-中药生产,制造业-医药制造业
002797,金融-非银行金融-证券,金融业-资本市场服务
002790,轻工制造-其他轻工-其他轻工,制造业-橡胶和塑料制品业
002781,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
002776,纺织服装-服装家纺-服装,科学研究和技术服务业-专业技术服务业
002770,食品饮料-食品-乳制品,制造业-食品制造业
002751,轻工制造-其他轻工-其他轻工,制造业-家具制造业
002750,医药生物-中药生产-中药生产,制造业-医药制造业
002746,农林牧渔-畜牧业-养殖,制造业-农副食品加工业
002740,轻工制造-珠宝首饰-珠宝首饰,制造业-文教、工美、体育和娱乐用品制造业
002712,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业
002711,交通运输-物流-物流,交通运输、仓储和邮政业-装卸搬运和仓储业
002708,交运设备-汽车-汽车零部件,制造业-汽车制造业
002699,文化传媒-影视动漫-动漫,文化、体育和娱乐业-文化艺术业
002694,建材-其他建材-管材,制造业-橡胶和塑料制品业
002684,交运设备-汽车-汽车零部件,制造业-电气机械和器材制造业
002680,医药生物-生物医药-生物医药,制造业-医药制造业
002673,金融-非银行金融-证券,金融业-资本市场服务
002665,机械设备-专用设备-其他专用机械,制造业-电气机械和器材制造业
002623,电气设备-电源设备-太阳能,制造业-非金属矿物制品业
002621,文化传媒-教育-幼儿教育,教育-教育
873576,有色金属-金属非金属新材料-其他金属新材料,制造业-有色金属冶炼和压延加工业
002619,互联网-互联网服务-综合互联网服务,信息传输、软件和信息技术服务业-互联网和相关服务
002618,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
002610,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业
002604,农林牧渔-农业-农产品加工,制造业-农副食品加工业
002587,电子设备-光电子器件-LED,制造业-计算机、通信和其他电子设备制造业
002578,有色金属-基本金属-铝,制造业-有色金属冶炼和压延加工业
002548,农林牧渔-畜牧业-饲料,制造业-农副食品加工业
002531,电气设备-电源设备-风能,制造业-电气机械和器材制造业
002523,机械设备-通用设备-起重运输设备,制造业-通用设备制造业
002509,建筑-建筑施工-园林工程,制造业-专用设备制造业
002505,商贸零售-贸易-贸易,批发和零售业-批发业
002504,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
002503,纺织服装-服装家纺-服装,制造业-纺织服装、服饰业
002502,互联网-互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务
002499,机械设备-专用设备-环保设备,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
002490,机械设备-专用设备-矿山冶金机械,制造业-专用设备制造业
002480,交运设备-轨道交通设备-轨道交通设备,制造业-通用设备制造业
002477,农林牧渔-畜牧业-养殖,农、林、牧、渔业-畜牧业
002474,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
002473,家电-小家电-小家电,制造业-电气机械和器材制造业
002464,互联网-互联网商务-电子商务B2B,信息传输、软件和信息技术服务业-互联网和相关服务
002455,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
002450,基础化工-化学新材料-化学新材料,制造业-橡胶和塑料制品业
002447,互联网-互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务
002435,医药生物-化学制药-化学制剂,制造业-医药制造业
002433,医药生物-中药生产-中药生产,制造业-医药制造业
002417,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
002411,医药生物-医药商业-医药商业,制造业-医药制造业
002408,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业
002359,信息技术-通信设备-通信配套服务,信息传输、软件和信息技术服务业-电信、广播电视和卫星传输服务
002341,基础化工-化学新材料-化学新材料,制造业-化学原料和化学制品制造业
002340,电气设备-电源设备-其他电源设备,制造业-废弃资源综合利用业
002336,商贸零售-零售-超市,批发和零售业-零售业
002325,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
002308,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业
002288,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
002280,互联网-互联网商务-电子商务B2B,批发和零售业-零售业
002266,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
002260,家电-小家电-小家电,制造业-电气机械和器材制造业
002251,商贸零售-零售-超市,批发和零售业-零售业
002221,化石能源-石油天然气-石油加工,批发和零售业-批发业
002220,农林牧渔-农业-农产品加工,制造业-农副食品加工业
002154,纺织服装-服装家纺-服装,制造业-纺织服装、服饰业
002147,房地产-房地产开发-房地产开发,房地产业-房地产业
002146,房地产-房地产开发-房地产开发,房地产业-房地产业
002143,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业
002125,有色金属-金属非金属新材料-电池材料,制造业-化学原料和化学制品制造业
002124,农林牧渔-畜牧业-饲料,农、林、牧、渔业-畜牧业
002118,医药生物-中药生产-中药生产,制造业-医药制造业
002113,互联网-互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务
002089,信息技术-通信设备-通信传输设备,信息传输、软件和信息技术服务业-软件和信息技术服务业
002087,纺织服装-纺织-棉纺,制造业-纺织业
002079,电子设备-半导体-半导体分立器件,制造业-计算机、通信和其他电子设备制造业
002071,文化传媒-影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业
002070,有色金属-稀有金属-锂,制造业-纺织业
002055,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
002043,建材-其他建材-其他建材,制造业-木材加工和木、竹、藤、棕、草制品业
002021,机械设备-专用设备-纺织服装机械,制造业-专用设备制造业
002018,化石能源-石油天然气-石油天然气贸易,批发和零售业-批发业
002013,国防与装备-航空航天装备-航空装备,制造业-铁路、船舶、航空航天和其他运输设备制造业
002002,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
001391,交通运输-航空机场-航空,交通运输、仓储和邮政业-航空运输业
001390,纺织服装-纺织-其他纺织,制造业-皮革、毛皮、羽毛及其制品和制鞋业
000996,交运设备-汽车-汽车服务,批发和零售业-零售业
000982,有色金属-金属非金属新材料-电池材料,制造业-纺织业
000980,交运设备-汽车-乘用车,制造业-汽车制造业
000979,房地产-房地产开发-房地产开发,房地产业-房地产业
000976,交运设备-轨道交通设备-轨道交通设备,制造业-铁路、船舶、航空航天和其他运输设备制造业
000971,互联网-互联网技术-云服务(含IDC、CDN),信息传输、软件和信息技术服务业-软件和信息技术服务业
000961,房地产-房地产开发-房地产开发,房地产业-房地产业
000956,化石能源-石油天然气-石油天然气开采,--
000939,公用事业-电力-新能源发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
000927,交运设备-轨道交通设备-轨道交通设备,租赁和商务服务业-商务服务业
000918,房地产-房地产开发-房地产开发,房地产业-房地产业
000916,交通运输-公路铁路-高速公路,交通运输、仓储和邮政业-道路运输业
000866,基础化工-化学原料-其他化学原料,--
000863,房地产-房地产开发-房地产开发,房地产业-房地产业
000861,商贸零售-商业物业经营-专业市场,租赁和商务服务业-商务服务业
000838,房地产-房地产开发-房地产开发,房地产业-房地产业
000836,信息技术-通信设备-通信传输设备,制造业-电气机械和器材制造业
000835,互联网-互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务
000832,基础化工-化学制品-其他化学制品,制造业-化学纤维制造业
000827,建材-水泥-水泥,制造业-非金属矿物制品业
000825,钢铁-钢铁-普钢,制造业-黑色金属冶炼和压延加工业
000819,化石能源-石油天然气-石油加工,制造业-石油、煤炭及其他燃料加工业
000817,化石能源-石油天然气-石油天然气开采,--
000806,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业
000805,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
000787,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
000783,金融-非银行金融-证券,金融业-资本市场服务
000780,化石能源-煤炭-煤炭开采洗选,采矿业-煤炭开采和洗选业
000769,信息技术-计算机软件-其他软件服务,农、林、牧、渔业-农、林、牧、渔专业及辅助性活动
000765,建筑-建筑施工-园林工程,建筑业-土木工程建筑业
000763,化石能源-石油天然气-石油加工,--
000760,交运设备-汽车-汽车零部件,制造业-汽车制造业
000752,食品饮料-饮料-啤酒,制造业-酒、饮料和精制茶制造业
000750,金融-非银行金融-证券,金融业-资本市场服务
000748,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
000732,房地产-房地产开发-房地产开发,房地产业-房地产业
000730,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
000725,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业
000723,化石能源-煤炭-焦炭,制造业-石油、煤炭及其他燃料加工业
000699,轻工制造-造纸印刷-造纸,制造业-造纸和纸制品业
000693,有色金属-稀有金属-其他稀有小金属,采矿业-有色金属矿采选业
000690,公用事业-电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
000689,综合-综合-综合,制造业-金属制品业
000687,国防与装备-航空航天装备-航空装备,制造业-计算机、通信和其他电子设备制造业
000675,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业
000673,文化传媒-影视动漫-影视,文化、体育和娱乐业-文化艺术业
000671,房地产-房地产开发-房地产开发,房地产业-房地产业
000667,房地产-房地产开发-房地产开发,房地产业-房地产业
000666,机械设备-专用设备-纺织服装机械,金融业-资本市场服务
000662,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
000660,综合-综合-综合,采矿业-有色金属矿采选业
000658,有色金属-金属非金属新材料-非金属新材料,租赁和商务服务业-租赁业
000653,纺织服装-纺织-其他纺织,批发和零售业-零售业
000627,金融-非银行金融-保险,金融业-保险业
000622,交运设备-汽车-汽车零部件,批发和零售业-批发业
000621,信息技术-计算机软件-行业应用软件,制造业-计算机、通信和其他电子设备制造业
000620,房地产-房地产开发-房地产开发,房地产业-房地产业
000618,基础化工-化学制品-其他化学制品,--
000616,医药生物-保健护理-保健护理服务,房地产业-房地产业
000613,休闲、生活及专业服务-休闲服务-酒店,住宿和餐饮业-住宿业
000611,电子设备-电子器件-其他电子器件,制造业-纺织业
000606,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-互联网和相关服务
000602,公用事业-电力-其他发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
000594,交通运输-公路铁路-铁路运输,批发和零售业-批发业
000588,商贸零售-贸易-贸易,农、林、牧、渔业-渔业
000587,轻工制造-珠宝首饰-珠宝首饰,制造业-其他制造业
000586,信息技术-通信设备-通信传输设备,制造业-电气机械和器材制造业
000585,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业
000584,机械设备-机器人-工业机器人,制造业-通用设备制造业
000583,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
000578,基础化工-化肥农药-钾肥,--
000569,机械设备-金属制品-金属制品,--
000562,金融-非银行金融-证券,金融业-资本市场服务
000556,交通运输-物流-物流,批发和零售业-批发业
000552,化石能源-煤炭-煤炭开采洗选,采矿业-煤炭开采和洗选业
000549,交运设备-汽车-汽车零部件,--
000544,公用事业-水务-水务,电力、热力、燃气及水生产和供应业-水的生产和供应业
000542,信息技术-通信设备-通信传输设备,--
000540,房地产-房地产开发-房地产开发,房地产业-房地产业
000535,机械设备-专用设备-其他专用机械,制造业-金属制品业
000531,公用事业-电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
000527,家电-白色家电-白色家电,制造业-电气机械和器材制造业
000522,医药生物-化学制药-化学制剂,制造业-医药制造业
000515,基础化工-化学原料-其他化学原料,--
000511,有色金属-金属非金属新材料-非金属新材料,制造业-非金属矿物制品业
000508,农林牧渔-农业-农业服务,--
000502,互联网-互联网服务-综合互联网服务,房地产业-房地产业
000498,建筑-基础建设-路桥建设,建筑业-土木工程建筑业
000418,家电-白色家电-白色家电,制造业-电气机械和器材制造业
000416,金融-非银行金融-其他非银行金融,金融业-货币金融服务
000413,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业
000412,综合-综合-综合,综合-综合
000406,化石能源-石油天然气-石油加工,--
000405,休闲、生活及专业服务-专业服务-调查与咨询服务,租赁和商务服务业-商务服务业
000151,商贸零售-贸易-贸易,批发和零售业-批发业
000150,医药生物-医疗服务-医疗服务,卫生和社会工作-卫生
000100,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
000047,房地产-房地产开发-房地产开发,房地产业-房地产业
000046,互联网-互联网金融-其他互联网金融,金融业-其他金融业
000040,公用事业-电力-新能源发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
000038,互联网-互联网服务-其他互联网服务,租赁和商务服务业-商务服务业
000035,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
000033,休闲、生活及专业服务-休闲服务-酒店,住宿和餐饮业-住宿业
000024,房地产-房地产开发-房地产开发,房地产业-房地产业
000023,建材-其他建材-其他建材,制造业-非金属矿物制品业
000018,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
000015,综合-综合-综合,批发和零售业-批发业
000013,基础化工-化学制品-其他化学制品,制造业-橡胶和塑料制品业
000012,建材-玻璃-玻璃,制造业-非金属矿物制品业
000009,综合-综合-综合,金融业-其他金融业
000005,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
000003,综合-综合-综合,租赁和商务服务业-商务服务业
688008,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
001316,商贸零售-贸易-贸易,批发和零售业-批发业
301269,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
000893,基础化工-化肥农药-钾肥,制造业-化学原料和化学制品制造业
688612,交运设备-汽车-汽车零部件,制造业-汽车制造业
603190,交运设备-汽车-汽车零部件,制造业-汽车制造业
603505,基础化工-化学原料-氟化工,采矿业-非金属矿采选业
301072,交运设备-汽车-汽车零部件,制造业-汽车制造业
003029,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
603656,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
002757,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
301338,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
688370,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
600803,公用事业-燃气-燃气,电力、热力、燃气及水生产和供应业-燃气生产和供应业
430718,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
833751,有色金属-金属非金属新材料-其他金属新材料,制造业-金属制品业
872541,交运设备-铁路设备-铁路专用设备及器材,制造业-铁路、船舶、航空航天和其他运输设备制造业
688151,医药生物-医疗器械-医疗器械,制造业-医药制造业
603217,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
301390,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业
600265,农林牧渔-林业-木材加工,制造业-木材加工和木、竹、藤、棕、草制品业
001205,交通运输-港口航运-航运,交通运输、仓储和邮政业-水上运输业
603606,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业
600886,公用事业-电力-水电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
600560,机械设备-专用设备-矿山冶金机械,制造业-专用设备制造业
688143,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
300347,医药生物-医疗服务-医疗服务,科学研究和技术服务业-研究和试验发展
300346,电子设备-半导体-半导体材料,制造业-计算机、通信和其他电子设备制造业
002270,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业
603185,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业
002827,基础化工-化学制品-民爆用品,制造业-化学原料和化学制品制造业
603042,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业
603578,家电-白色家电-白色家电,制造业-非金属矿物制品业
688091,医药生物-生物医药-生物医药,制造业-医药制造业
603344,电气设备-电机-电机,制造业-电气机械和器材制造业
300973,食品饮料-食品-食品综合,制造业-食品制造业
603082,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
300480,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
001387,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
603182,农林牧渔-农业-农产品加工,制造业-农副食品加工业
301395,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业
300053,信息技术-卫星应用-卫星应用,制造业-计算机、通信和其他电子设备制造业
603696,食品饮料-食品-调味品,制造业-食品制造业
688338,医药生物-医疗器械-医疗器械,制造业-医药制造业
688060,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
002557,食品饮料-食品-食品综合,制造业-农副食品加工业
601963,金融-银行-股份制与城商行,金融业-货币金融服务
003018,轻工制造-造纸印刷-包装印刷,制造业-橡胶和塑料制品业
600769,公用事业-水务-水务,电力、热力、燃气及水生产和供应业-水的生产和供应业
600416,电气设备-电机-电机,制造业-电气机械和器材制造业
002856,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
301278,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业
002893,公用事业-电力-热电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
600894,机械设备-专用设备-楼宇设备,制造业-通用设备制造业
002911,公用事业-燃气-燃气,电力、热力、燃气及水生产和供应业-燃气生产和供应业
002695,食品饮料-食品-肉制品,制造业-农副食品加工业
000503,医药生物-医疗服务-医疗服务,信息传输、软件和信息技术服务业-互联网和相关服务
601198,金融-非银行金融-证券,金融业-资本市场服务
002116,建筑-基础建设-其他基础建设,建筑业-土木工程建筑业
002017,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业
300959,信息技术-通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300765,食品饮料-饮料-软饮料,制造业-食品制造业
688188,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300462,信息技术-计算机硬件-专用计算机设备,制造业-专用设备制造业
603205,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
600872,食品饮料-食品-调味品,制造业-食品制造业
300586,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业
605318,建材-其他建材-其他建材,制造业-其他制造业
600827,商贸零售-零售-百货,批发和零售业-零售业
002761,建筑-建筑施工-专业工程,建筑业-土木工程建筑业
002660,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
001260,交运设备-汽车-汽车零部件,制造业-汽车制造业
601965,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业
603201,交运设备-汽车-汽车零部件,制造业-通用设备制造业
601800,建筑-基础建设-路桥建设,建筑业-土木工程建筑业
603916,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
600830,金融-非银行金融-其他非银行金融,金融业-其他金融业
300733,交运设备-汽车-汽车零部件,制造业-汽车制造业
000537,公用事业-电力-新能源发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
870656,医药生物-化学制药-化学原料药,制造业-医药制造业
688176,医药生物-生物医药-生物医药,制造业-医药制造业
301039,交运设备-汽车-商用车,制造业-汽车制造业
300456,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
600999,金融-非银行金融-证券,金融业-资本市场服务
002975,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
688503,有色金属-金属非金属新材料-电池材料,制造业-电气机械和器材制造业
688231,机械设备-金属制品-金属制品,制造业-有色金属冶炼和压延加工业
002579,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
002444,机械设备-金属制品-金属制品,制造业-金属制品业
300107,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
600678,建材-其他建材-其他建材,制造业-非金属矿物制品业
300868,电子设备-电子器件-其他电子器件,制造业-橡胶和塑料制品业
002454,交运设备-汽车-汽车零部件,制造业-汽车制造业
688232,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
300487,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
603151,农林牧渔-畜牧业-饲料,制造业-农副食品加工业
603699,机械设备-通用设备-基础件,制造业-通用设备制造业
600064,房地产-房地产开发-房地产开发,房地产业-房地产业
603159,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
600599,基础化工-化学制品-其他化学制品,批发和零售业-批发业
688096,机械设备-专用设备-环保设备,制造业-专用设备制造业
600058,商贸零售-贸易-贸易,批发和零售业-批发业
600096,基础化工-化肥农药-磷肥,制造业-化学原料和化学制品制造业
688428,医药生物-生物医药-生物医药,制造业-医药制造业
600528,交运设备-轨道交通设备-轨道交通设备,制造业-专用设备制造业
002282,机械设备-通用设备-其他通用机械,制造业-非金属矿物制品业
600036,金融-银行-股份制与城商行,金融业-货币金融服务
002104,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业
301234,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
688571,基础化工-化学新材料-化学新材料,制造业-化学原料和化学制品制造业
605066,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
002705,家电-小家电-小家电,制造业-电气机械和器材制造业
300036,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
002078,轻工制造-造纸印刷-造纸,制造业-造纸和纸制品业
300270,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
301386,电气设备-输变电设备-电气自控设备,制造业-电气机械和器材制造业
002802,基础化工-合成纤维及树脂-合成树脂,制造业-化学原料和化学制品制造业
600859,商贸零售-零售-百货,批发和零售业-零售业
002064,基础化工-合成纤维及树脂-氨纶,制造业-化学纤维制造业
300369,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
002520,机械设备-通用设备-机床设备,制造业-通用设备制造业
002446,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业
688310,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
301349,有色金属-金属非金属新材料-电池材料,制造业-化学原料和化学制品制造业
600825,文化传媒-平面媒体-平面媒体,文化、体育和娱乐业-新闻和出版业
837748,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
920002,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
831689,机械设备-通用设备-制冷空调设备,制造业-通用设备制造业
835579,机械设备-机器人-工业机器人,制造业-通用设备制造业
834639,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业
920082,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
830896,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
833075,轻工制造-造纸印刷-包装印刷,制造业-印刷和记录媒介复制业
873570,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
920088,化石能源-石油天然气-石油天然气开采,采矿业-开采专业及辅助性活动
