股票代码,东财行业,证监会行业
870357,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
836221,交运设备-汽车-汽车零部件,制造业-汽车制造业
873132,轻工制造-家具-家具制造,制造业-家具制造业
873593,电气设备-电机-电机,制造业-电气机械和器材制造业
873703,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
832225,基础化工-橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业
873806,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
838810,机械设备-专用设备-其他专用机械,制造业-通用设备制造业
836414,电子设备-电子设备制造-电子设备制造,制造业-专用设备制造业
832149,电子设备-电子元件-电子元件,批发和零售业-批发业
871478,机械设备-机器人-工业机器人,制造业-通用设备制造业
832491,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
872374,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
839946,交运设备-汽车-汽车零部件,制造业-汽车制造业
430418,机械设备-通用设备-基础件,制造业-通用设备制造业
839493,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
831856,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
871694,基础化工-橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业
832662,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
430510,机械设备-金属制品-金属制品,制造业-通用设备制造业
430139,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
834062,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业
837821,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
837092,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
430476,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
870976,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
835438,电子设备-光电子器件-光学元件,制造业-非金属矿物制品业
837242,交运设备-汽车-汽车零部件,租赁和商务服务业-商务服务业
830974,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
871263,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
839792,建材-耐火材料-耐火材料,制造业-非金属矿物制品业
430300,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
836395,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
920098,基础化工-橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业
871245,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
838924,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
839273,农林牧渔-农业-农产品加工,制造业-食品制造业
836699,机械设备-金属制品-金属制品,制造业-金属制品业
839790,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
834033,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
837212,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
832171,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
837592,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
871981,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
832978,交运设备-汽车-汽车零部件,制造业-汽车制造业
920066,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
833394,轻工制造-造纸印刷-造纸,制造业-纺织业
832469,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
834770,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
837174,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
835184,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
873706,机械设备-专用设备-工程机械,制造业-专用设备制造业
836720,交运设备-汽车-汽车零部件,制造业-汽车制造业
830839,机械设备-通用设备-基础件,制造业-通用设备制造业
873122,休闲、生活及专业服务-专业服务-调查与咨询服务,科学研究和技术服务业-专业技术服务业
831526,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
834950,电子设备-电子设备制造-电子设备制造,制造业-专用设备制造业
873339,家电-照明设备-照明设备,制造业-电气机械和器材制造业
430556,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
835892,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
835207,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
873223,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
920029,电子设备-电子设备制造-电子设备制造,制造业-仪器仪表制造业
835985,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业
836247,基础化工-橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业
839729,农林牧渔-畜牧业-动物用药,制造业-医药制造业
835670,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
831175,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
430198,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业
833454,交运设备-汽车-汽车零部件,制造业-汽车制造业
836871,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
835508,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
873833,机械设备-通用设备-基础件,制造业-通用设备制造业
831152,机械设备-金属制品-金属制品,制造业-专用设备制造业
871857,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
836961,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
832089,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
832876,电子设备-消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业
920167,电子设备-光电子器件-光学元件,制造业-电气机械和器材制造业
920111,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
835174,机械设备-专用设备-工程机械,制造业-专用设备制造业
831834,基础化工-化学制品-塑料制品,制造业-通用设备制造业
871753,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业
837663,交运设备-汽车-汽车零部件,制造业-汽车制造业
873305,机械设备-金属制品-金属制品,制造业-金属制品业
836263,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
831855,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
873527,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
832885,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
835368,电子设备-电子设备制造-电子设备制造,制造业-专用设备制造业
873001,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
920019,建筑-建筑施工-专业工程,采矿业-开采专业及辅助性活动
831039,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业
831768,机械设备-金属制品-金属制品,制造业-电气机械和器材制造业
873665,基础化工-橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业
833346,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
838670,机械设备-通用设备-机床设备,制造业-通用设备制造业
838701,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
838275,农林牧渔-畜牧业-饲料,制造业-农副食品加工业
836807,有色金属-金属非金属新材料-非金属新材料,制造业-非金属矿物制品业
872190,信息技术-计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业
873679,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
838837,交运设备-汽车-汽车零部件,制造业-汽车制造业
920489,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
836419,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
